
ESTUDIANTE|NOMGRADO|GRUPO|PROMEDIO1|PROMEDIO2|PROMEDIO3|PROMEDIO4|PromedioFinal|PUESTO1|PUESTO2|PUESTO3|PUESTO4|PuestoFinal|SEXO|ViveCon|NUMHERMANO|FechaNacimiento|ESTADCIVIL|ESTRATO|Retirado|ANO|ViveconMadre|ViveconPadre|ViveconAmbos|ViveconOtros|Casados|Solteros|Separados|UnionLibre|Viudo|RetiradoCluster|numgrado|Edad|Hombre|Mujer
20100264  |UNDECIMO                 |02|37,250|36,833|36,417|36,000|36,750|9|8|12|17|11|F|Madre|2 |2001|separado(a)(os)|3|0|2017|1|0|0|0|0|0|1|0|0|0|12|16|0|1
20100265  |CUARTO                   |01|45,100|42,600|44,000|42,400|43,600|2|4|5|6|4|F|Padre|3 |2001|separado(a)(os)|2|0|2010|0|1|0|0|0|0|1|0|0|0|5|9|0|1
20100265  |QUINTO                   |02|41,700|43,700|45,500|45,500|44,300|5|3|3|2|2|F|Padre|3 |2001|separado(a)(os)|2|0|2011|0|1|0|0|0|0|1|0|0|0|6|10|0|1
20100265  |SEPTIMO                  |04|45,545|45,818|47,273|45,182|45,909|1|3|1|1|1|F|Padre|3 |2001|separado(a)(os)|2|0|2012|0|1|0|0|0|0|1|0|0|0|8|11|0|1
20100265  |UNDECIMO                 |03|37,250|37,667|40,083|39,833|38,833|12|12|6|3|5|F|Padre|3 |2001|separado(a)(os)|2|0|2017|0|1|0|0|0|0|1|0|0|0|12|16|0|1
20100266  |SEPTIMO                  |01|36,091|36,636|37,818|37,091|37,091|14|13|12|12|14|M|Madre,Padre|2 |2001|casado(a)(os)  |2|0|2013|0|0|1|0|1|0|0|0|0|0|8|12|1|0
20100267  |OCTAVO                   |02|41,833|37,250|38,583|36,167|38,583|6|13|14|18|11|F|Madre,Padre|3 |2000|union libre    |3|2017|2014|0|0|1|0|0|0|0|1|0|0|9|14|0|1
20100267  |QUINTO                   |02|42,500|41,700|41,200|40,100|41,500|3|9|9|13|7|F|Madre,Padre|3 |2000|union libre    |3|2017|2011|0|0|1|0|0|0|0|1|0|0|6|11|0|1
20100268  |CUARTO                   |01|40,000|39,600|38,800|40,400|39,700|12|12|22|13|14|M|Madre,Padre|2 |2000|separado(a)(os)|2|0|2010|0|0|1|0|0|0|1|0|0|0|5|10|1|0
20100268  |NOVENO                   |04|35,417|34,333|34,667|35,000|34,917|9|14|15|15|14|M|Madre,Padre|2 |2000|separado(a)(os)|2|0|2015|0|0|1|0|0|0|1|0|0|0|10|15|1|0
20100269  |NOVENO                   |01|34,917|36,833|34,833|34,833|35,417|15|12|15|17|13|F|Madre,Padre|1 |2001|union libre    |2|0|2017|0|0|1|0|0|0|0|1|0|0|10|16|0|1
20100271  |CUARTO                   |01|32,000|35,200|37,800|39,200|36,100|35|29|26|17|23|F|Madre|1 |2001|soltero(a)(os) |2|0|2010|1|0|0|0|0|1|0|0|0|0|5|9|0|1
20100271  |DECIMO                   |02|39,083|36,250|36,667|36,333|37,333|8|9|17|11|11|F|Madre|1 |2001|soltero(a)(os) |2|0|2018|1|0|0|0|0|1|0|0|0|0|11|17|0|1
20100271  |OCTAVO                   |01|33,083|25,750|34,917|37,750|32,917|17|25|20|12|25|F|Madre|1 |2001|soltero(a)(os) |2|0|2014|1|0|0|0|0|1|0|0|0|0|9|13|0|1
20100271  |SEPTIMO                  |01|39,364|38,000|36,818|35,727|37,727|6|9|16|16|12|F|Madre|1 |2001|soltero(a)(os) |2|0|2013|1|0|0|0|0|1|0|0|0|0|8|12|0|1
20100271  |SEXTO                    |02|37,364|36,909|35,455|38,182|37,182|6|8|12|11|11|F|Madre|1 |2001|soltero(a)(os) |2|0|2012|1|0|0|0|0|1|0|0|0|0|7|11|0|1
20100272  |QUINTO                   |01|40,600|43,200|41,200|39,800|41,400|9|4|8|10|6|F|Madre|1 |2001|separado(a)(os)|2|2017|2011|1|0|0|0|0|0|1|0|0|0|6|10|0|1
20100272  |UNDECIMO                 |04|34,333|34,583|35,083|33,917|34,583|14|18|16|30|16|F|Madre|1 |2001|separado(a)(os)|2|2017|2018|1|0|0|0|0|0|1|0|0|0|12|17|0|1
20100273  |SEPTIMO                  |01|40,182|39,182|41,091|40,091|40,273|4|5|5|5|4|M|Madre,Padre|1 |2000|union libre    |3|0|2013|0|0|1|0|0|0|0|1|0|0|8|13|1|0
20100276  |QUINTO                   |03|39,100|41,000|39,800|40,200|40,200|15|12|14|13|12|F|Madre,Padre|4 |2001|casado(a)(os)  |2|0|2011|0|0|1|0|1|0|0|0|0|0|6|10|0|1
20100277  |DECIMO                   |04|34,083|29,833|40,000|,000|32,167|21|26|1|1|21|F|Madre|2 |2000|casado(a)(os)  |2|2018|2018|1|0|0|0|1|0|0|0|0|1|11|18|0|1
20100277  |NOVENO                   |04|32,667|35,583|35,333|35,417|34,917|25|11|14|16|18|F|Madre|2 |2000|casado(a)(os)  |2|2018|2016|1|0|0|0|1|0|0|0|0|0|10|16|0|1
20100277  |SEPTIMO                  |01|36,545|34,091|36,727|33,636|35,364|13|20|17|26|18|F|Madre|2 |2000|casado(a)(os)  |2|2018|2013|1|0|0|0|1|0|0|0|0|0|8|13|0|1
20100279  |NOVENO                   |02|31,667|30,833|32,917|37,250|33,333|30|25|25|10|24|M|Madre,Padre|1 |2001|union libre    |2|0|2016|0|0|1|0|0|0|0|1|0|0|10|15|1|0
20100279  |UNDECIMO                 |01|27,750|34,000|36,917|39,250|34,417|32|21|15|11|22|M|Madre,Padre|1 |2001|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|12|17|1|0
20100282  |DECIMO                   |02|36,417|33,000|34,083|35,167|34,833|18|27|30|20|24|F|Madre,Padre|2 |2000|union libre    |2|0|2016|0|0|1|0|0|0|0|1|0|0|11|16|0|1
20100282  |QUINTO                   |03|45,100|43,200|44,100|43,100|44,100|3|7|5|7|4|F|Madre,Padre|2 |2000|union libre    |2|0|2011|0|0|1|0|0|0|0|1|0|0|6|11|0|1
20100283  |UNDECIMO                 |02|31,000|32,750|34,917|35,000|33,500|21|20|21|20|21|M|Madre,Padre|3 |2000|casado(a)(os)  |3|0|2018|0|0|1|0|1|0|0|0|0|0|12|18|1|0
20100288  |SEXTO                    |02|39,727|39,364|38,091|39,455|39,182|2|5|8|8|5|M|Madre,Padre|3 |2000|casado(a)(os)  |2|0|2012|0|0|1|0|1|0|0|0|0|0|7|12|1|0
20100294  |NOVENO                   |03|34,583|35,333|37,667|38,083|36,417|18|16|12|12|13|F|Madre,Padre|3 |2001|casado(a)(os)  |2|0|2016|0|0|1|0|1|0|0|0|0|0|10|15|0|1
20100295  |CUARTO                   |01|35,600|40,900|39,000|39,800|38,900|23|9|21|16|16|M|Madre,Padre|2 |2001|union libre    |2|0|2010|0|0|1|0|0|0|0|1|0|0|5|9|1|0
20100296  |CUARTO                   |01|33,900|35,600|37,800|34,700|35,700|30|28|26|27|25|F|Madre|2 |2001|union libre    |2|2017|2010|1|0|0|0|0|0|0|1|0|0|5|9|0|1
20100296  |CUARTO                   |03|34,100|34,400|35,500|33,625|34,600|23|26|27|29|27|F|Madre|2 |2001|union libre    |2|2017|2012|1|0|0|0|0|0|0|1|0|0|5|11|0|1
20100296  |QUINTO                   |01|41,400|41,400|38,100|39,600|40,200|4|7|15|10|9|F|Madre|2 |2001|union libre    |2|2017|2013|1|0|0|0|0|0|0|1|0|0|6|12|0|1
20100297  |OCTAVO                   |03|36,750|37,667|41,167|37,417|38,333|9|9|7|10|9|M|Madre|1 |2000|soltero(a)(os) |2|0|2014|1|0|0|0|0|1|0|0|0|0|9|14|1|0
20100298  |OCTAVO                   |02|35,750|31,917|37,917|35,750|35,583|14|26|16|20|17|M|Madre|1 |2001|soltero(a)(os) |2|0|2014|1|0|0|0|0|1|0|0|0|0|9|13|1|0
20100298  |QUINTO                   |02|33,600|37,500|39,200|39,100|37,400|23|17|13|16|16|M|Madre|1 |2001|soltero(a)(os) |2|0|2011|1|0|0|0|0|1|0|0|0|0|6|10|1|0
20100298  |SEXTO                    |02|34,091|32,273|33,273|36,273|34,182|17|23|19|18|17|M|Madre|1 |2001|soltero(a)(os) |2|0|2012|1|0|0|0|0|1|0|0|0|0|7|11|1|0
20100302  |CUARTO                   |02|41,300|38,400|38,500|39,100|39,400|9|15|18|12|14|F|Madre|1 |2001|soltero(a)(os) |2|0|2010|1|0|0|0|0|1|0|0|0|0|5|9|0|1
20100302  |CUARTO                   |03|39,400|39,400|38,200|36,700|38,400|13|14|13|19|13|F|Madre|1 |2001|soltero(a)(os) |2|0|2011|1|0|0|0|0|1|0|0|0|0|5|10|0|1
20100302  |UNDECIMO                 |04|31,417|34,500|32,833|35,083|33,417|25|19|21|26|19|F|Madre|1 |2001|soltero(a)(os) |2|0|2018|1|0|0|0|0|1|0|0|0|0|12|17|0|1
20100303  |OCTAVO                   |07|32,000|31,636|33,636|33,455|32,727|23|23|22|24|25|M|Madre,Padre|2 |2000|casado(a)(os)  |3|0|2014|0|0|1|0|1|0|0|0|0|0|9|14|1|0
20100303  |SEPTIMO                  |04|34,909|33,818|29,182|32,545|32,727|17|22|27|23|20|M|Madre,Padre|2 |2000|casado(a)(os)  |3|0|2012|0|0|1|0|1|0|0|0|0|0|8|12|1|0
20100305  |CUARTO                   |03|38,000|36,900|35,800|33,400|36,000|18|20|22|28|22|M|Padre|2 |2000|union libre    |2|2020|2011|0|1|0|0|0|0|0|1|0|0|5|11|1|0
20100305  |SEXTO                    |03|35,182|30,909|29,273|34,364|32,455|21|23|31|26|26|M|Padre|2 |2000|union libre    |2|2020|2014|0|1|0|0|0|0|0|1|0|0|7|14|1|0
20100307  |UNDECIMO                 |02|38,083|38,583|39,417|39,417|38,917|8|4|4|4|4|F|Madre,Padre|2 |2000|casado(a)(os)  |2|0|2017|0|0|1|0|1|0|0|0|0|0|12|17|0|1
20100308  |OCTAVO                   |2 |32,583|28,583|33,583|35,083|32,500|22|27|16|22|21|M|Madre,Padre|1 |2001|casado(a)(os)  |2|2015|2015|0|0|1|0|1|0|0|0|0|1|9|14|1|0
20100308  |SEPTIMO                  |02|36,273|30,364|33,091|34,091|33,545|22|30|27|28|28|M|Madre,Padre|1 |2001|casado(a)(os)  |2|2015|2013|0|0|1|0|1|0|0|0|0|0|8|12|1|0
20100308  |SEXTO                    |02|34,909|30,636|33,273|35,273|33,818|14|26|19|19|19|M|Madre,Padre|1 |2001|casado(a)(os)  |2|2015|2012|0|0|1|0|1|0|0|0|0|0|7|11|1|0
20100309  |SEPTIMO                  |04|39,273|38,182|33,636|37,000|37,182|6|13|18|14|14|M|Madre,Padre|2 |2001|casado(a)(os)  |2|0|2012|0|0|1|0|1|0|0|0|0|0|8|11|1|0
20100310  |SEPTIMO                  |02|38,455|38,818|37,727|37,636|38,182|14|12|15|17|15|F|Madre,Padre|1 |2000|union libre    |2|0|2013|0|0|1|0|0|0|0|1|0|0|8|13|0|1
20100310  |SEPTIMO                  |04|38,364|39,091|38,364|35,545|38,091|10|11|11|16|13|F|Madre,Padre|1 |2000|union libre    |2|0|2012|0|0|1|0|0|0|0|1|0|0|8|12|0|1
20100310  |SEXTO                    |01|38,364|39,091|38,364|35,545|38,091|10|11|11|16|13|F|Madre,Padre|1 |2000|union libre    |2|0|2012|0|0|1|0|0|0|0|1|0|0|7|12|0|1
20100312  |CUARTO                   |02|33,500|35,400|32,700|35,100|34,400|30|24|28|25|30|M|Madre,Padre|2 |2000|casado(a)(os)  |2|2015|2010|0|0|1|0|1|0|0|0|0|0|5|10|1|0
20100312  |QUINTO                   |02|31,600|35,800|38,900|37,800|36,000|26|23|15|19|20|M|Madre,Padre|2 |2000|casado(a)(os)  |2|2015|2011|0|0|1|0|1|0|0|0|0|0|6|11|1|0
20100312  |SEPTIMO                  |03|35,364|36,273|35,364|35,273|35,636|15|13|17|14|13|M|Madre,Padre|2 |2000|casado(a)(os)  |2|2015|2013|0|0|1|0|1|0|0|0|0|0|8|13|1|0
20100313  |CUARTO                   |03|39,000|38,700|37,200|38,800|38,500|15|15|19|10|14|F|Madre,Padre|2 |2000|casado(a)(os)  |3|0|2011|0|0|1|0|1|0|0|0|0|0|5|11|0|1
20100313  |UNDECIMO                 |02|36,000|36,083|38,083|38,000|37,167|12|14|9|8|13|F|Madre,Padre|2 |2000|casado(a)(os)  |3|0|2019|0|0|1|0|1|0|0|0|0|0|12|19|0|1
20100315  |QUINTO                   |01|36,200|37,100|36,800|37,125|36,900|18|18|21|24|19|M|Madre,Padre|0 |1998|union libre    |3|2015|2012|0|0|1|0|0|0|0|1|0|0|6|14|1|0
20100315  |SEXTO                    |04|33,091|34,727|32,909|34,455|33,818|27|22|29|21|27|M|Madre,Padre|0 |1998|union libre    |3|2015|2013|0|0|1|0|0|0|0|1|0|0|7|15|1|0
20100316  |OCTAVO                   |01|29,833|30,333|33,333|30,417|31,083|23|21|26|28|27|M|Madre,Padre|0 |2000|casado(a)(os)  |2|2015|2014|0|0|1|0|1|0|0|0|0|0|9|14|1|0
20100321  |OCTAVO                   |02|45,417|42,500|41,000|42,667|43,083|1|2|8|5|2|F|Madre,Padre|2 |2000|casado(a)(os)  |3|0|2014|0|0|1|0|1|0|0|0|0|0|9|14|0|1
20100321  |SEPTIMO                  |02|46,000|41,818|43,455|42,091|43,636|1|5|1|2|1|F|Madre,Padre|2 |2000|casado(a)(os)  |3|0|2013|0|0|1|0|1|0|0|0|0|0|8|13|0|1
20100321  |UNDECIMO                 |01|40,417|41,333|42,083|41,083|41,417|3|2|3|3|3|F|Madre,Padre|2 |2000|casado(a)(os)  |3|0|2017|0|0|1|0|1|0|0|0|0|0|12|17|0|1
20100322  |OCTAVO                   |01|42,750|38,667|37,583|39,417|39,833|4|6|7|10|6|M|Madre,Padre|1 |1999|union libre    |2|0|2015|0|0|1|0|0|0|0|1|0|0|9|16|1|0
20100323  |CUARTO                   |02|35,200|34,500|34,200|34,000|34,600|25|29|25|29|29|M|Padre|0 |2000|soltero(a)(os) |2|2016|2010|0|1|0|0|0|1|0|0|0|0|5|10|1|0
20100326  |CUARTO                   |02|43,500|44,600|43,300|46,500|44,700|3|3|5|3|3|F|Madre,Padre|4 |2000|union libre    |2|0|2010|0|0|1|0|0|0|0|1|0|0|5|10|0|1
20100326  |OCTAVO                   |03|43,500|43,583|45,000|43,000|43,917|1|1|1|2|1|F|Madre,Padre|4 |2000|union libre    |2|0|2014|0|0|1|0|0|0|0|1|0|0|9|14|0|1
20100326  |UNDECIMO                 |03|43,667|43,167|42,917|41,417|42,917|1|1|2|2|1|F|Madre,Padre|4 |2000|union libre    |2|0|2017|0|0|1|0|0|0|0|1|0|0|12|17|0|1
20100327  |DECIMO                   |02|39,833|40,917|39,417|37,667|39,750|7|7|7|9|7|F|Madre,Padre|1 |2000|casado(a)(os)  |3|0|2016|0|0|1|0|1|0|0|0|0|0|11|16|0|1
20100327  |QUINTO                   |02|41,100|42,800|44,100|44,700|43,400|7|5|5|3|4|F|Madre,Padre|1 |2000|casado(a)(os)  |3|0|2011|0|0|1|0|1|0|0|0|0|0|6|11|0|1
20100329  |OCTAVO                   |02|40,417|39,083|38,333|38,250|39,167|9|7|15|13|10|M|Padre|2 |2001|separado(a)(os)|2|0|2014|0|1|0|0|0|0|1|0|0|0|9|13|1|0
20100329  |SEPTIMO                  |02|39,909|39,364|38,909|37,727|39,091|11|9|14|16|11|M|Padre|2 |2001|separado(a)(os)|2|0|2013|0|1|0|0|0|0|1|0|0|0|8|12|1|0
20100329  |UNDECIMO                 |01|34,333|35,500|35,417|37,583|35,833|19|19|18|8|12|M|Padre|2 |2001|separado(a)(os)|2|0|2017|0|1|0|0|0|0|1|0|0|0|12|16|1|0
20100330  |DECIMO                   |01|31,583|,000|,000|,000|31,583|30|1|1|1|30|F|Madre,Padre|2 |2001|casado(a)(os)  |2|2019|2019|0|0|1|0|1|0|0|0|0|1|11|18|0|1
20100333  |QUINTO                   |03|34,400|38,200|36,200|37,500|36,700|25|16|24|20|21|M|Padre|1 |2001|casado(a)(os)  |2|0|2011|0|1|0|0|1|0|0|0|0|0|6|10|1|0
20100338  |NOVENO                   |04|34,583|35,917|30,250|37,000|34,583|18|18|26|12|20|F|Padre|1 |2000|casado(a)(os)  |2|0|2017|0|1|0|0|1|0|0|0|0|0|10|17|0|1
20100338  |SEXTO                    |01|33,909|32,182|34,364|35,455|34,091|28|27|21|23|26|F|Padre|1 |2000|casado(a)(os)  |2|0|2013|0|1|0|0|1|0|0|0|0|0|7|13|0|1
20100339  |NOVENO                   |02|33,250|30,750|36,667|36,250|34,250|21|26|10|16|19|F|Madre|1 |2001|separado(a)(os)|2|0|2016|1|0|0|0|0|0|1|0|0|0|10|15|0|1
20100341  |SEPTIMO                  |01|31,091|31,727|31,818|34,818|32,455|34|27|25|23|30|M|Padre|4 |1998|casado(a)(os)  |2|0|2012|0|1|0|0|1|0|0|0|0|0|8|14|1|0
20100344  |SEXTO                    |01|36,077|37,357|38,000|37,500|37,286|21|17|18|16|19|M|Otro|2 |1999|separado(a)(os)|2|0|2011|0|0|0|1|0|0|1|0|0|0|7|12|1|0
20100344  |SEXTO                    |04|39,917|40,000|38,667|37,833|39,250|7|6|7|17|6|M|Otro|2 |1999|separado(a)(os)|2|0|2014|0|0|0|1|0|0|1|0|0|0|7|15|1|0
20100345  |CUARTO                   |03|40,900|38,700|39,300|39,400|39,700|12|14|12|17|14|M|Madre,Padre|1 |1999|casado(a)(os)  |2|0|2010|0|0|1|0|1|0|0|0|0|0|5|11|1|0
20100345  |SEPTIMO                  |04|36,923|37,357|40,857|39,714|39,000|15|17|11|12|11|M|Madre,Padre|1 |1999|casado(a)(os)  |2|0|2011|0|0|1|0|1|0|0|0|0|0|8|12|1|0
20100347  |SEPTIMO                  |04|41,727|39,636|41,182|42,182|41,364|2|3|2|3|2|F|Madre,Padre|3 |1999|union libre    |2|0|2012|0|0|1|0|0|0|0|1|0|0|8|13|0|1
20100348  |CUARTO                   |03|44,000|44,700|45,000|45,900|44,900|3|2|2|3|3|F|Madre|1 |2000|separado(a)(os)|2|0|2010|1|0|0|0|0|0|1|0|0|0|5|10|0|1
20100348  |SEPTIMO                  |01|42,182|39,182|40,273|42,000|41,000|1|3|3|3|3|F|Madre|1 |2000|separado(a)(os)|2|0|2012|1|0|0|0|0|0|1|0|0|0|8|12|0|1
20100350  |CUARTO                   |03|38,200|39,300|38,900|39,300|39,200|20|12|13|18|15|M|Padre|3 |2000|casado(a)(os)  |2|0|2010|0|1|0|0|1|0|0|0|0|0|5|10|1|0
20100350  |SEXTO                    |01|34,462|37,714|38,714|36,571|37,286|23|16|16|18|19|M|Padre|3 |2000|casado(a)(os)  |2|0|2011|0|1|0|0|1|0|0|0|0|0|7|11|1|0
20100350  |UNDECIMO                 |02|35,333|33,333|35,000|35,583|34,833|18|18|20|13|21|M|Padre|3 |2000|casado(a)(os)  |2|0|2016|0|1|0|0|1|0|0|0|0|0|12|16|1|0
20100352  |SEPTIMO                  |04|39,154|40,857|42,857|39,429|40,929|10|9|7|13|9|F|Madre|4 |1999|viudo(a)       |2|0|2011|1|0|0|0|0|0|0|0|1|0|8|12|0|1
20100353  |SEPTIMO                  |04|42,769|43,929|44,357|42,857|43,643|4|5|5|5|5|F|Madre,Padre|1 |1999|casado(a)(os)  |2|0|2011|0|0|1|0|1|0|0|0|0|0|8|12|0|1
20100354  |SEXTO                    |01|33,615|39,929|40,000|40,286|38,643|24|10|13|8|13|M|Madre,Padre|2 |2001|casado(a)(os)  |2|0|2011|0|0|1|0|1|0|0|0|0|0|7|10|1|0
20100356  |DECIMO                   |04|37,667|40,167|37,083|36,250|37,750|14|4|12|18|10|F|Madre,Padre|1 |2000|union libre    |2|0|2015|0|0|1|0|0|0|0|1|0|0|11|15|0|1
20100356  |OCTAVO                   |01|35,833|39,333|37,333|36,917|37,500|22|11|14|20|17|F|Madre,Padre|1 |2000|union libre    |2|0|2013|0|0|1|0|0|0|0|1|0|0|9|13|0|1
20100359  |DECIMO                   |04|38,917|40,250|39,000|39,333|39,583|8|3|5|4|4|F|Madre,Padre|1 |1999|union libre    |2|0|2015|0|0|1|0|0|0|0|1|0|0|11|16|0|1
20100359  |SEXTO                    |01|44,615|47,286|46,429|45,071|46,071|1|1|2|2|1|F|Madre,Padre|1 |1999|union libre    |2|0|2011|0|0|1|0|0|0|0|1|0|0|7|12|0|1
20100359  |UNDECIMO                 |04|40,833|38,917|41,000|38,833|40,083|2|3|2|5|2|F|Madre,Padre|1 |1999|union libre    |2|0|2016|0|0|1|0|0|0|0|1|0|0|12|17|0|1
20100360  |DECIMO                   |01|33,500|31,583|31,583|31,000|32,000|21|20|24|25|26|F|Madre,Padre|3 |1999|casado(a)(os)  |2|0|2017|0|0|1|0|1|0|0|0|0|0|11|18|0|1
20100360  |NOVENO                   |02|31,083|34,583|32,833|36,667|33,917|28|18|29|13|24|F|Madre,Padre|3 |1999|casado(a)(os)  |2|0|2015|0|0|1|0|1|0|0|0|0|0|10|16|0|1
20100360  |OCTAVO                   |02|36,917|33,833|35,417|34,333|35,167|11|21|22|23|20|F|Madre,Padre|3 |1999|casado(a)(os)  |2|0|2014|0|0|1|0|1|0|0|0|0|0|9|15|0|1
20100360  |SEXTO                    |01|33,538|33,857|36,643|34,786|34,714|25|25|22|23|23|F|Madre,Padre|3 |1999|casado(a)(os)  |2|0|2011|0|0|1|0|1|0|0|0|0|0|7|12|0|1
20100361  |OCTAVO                   |04|33,667|38,417|34,667|34,583|35,500|19|9|20|19|17|F|Madre,Padre|1 |1999|casado(a)(os)  |2|0|2013|0|0|1|0|1|0|0|0|0|0|9|14|0|1
20100361  |SEPTIMO                  |04|34,545|35,545|33,909|38,636|35,909|22|20|20|12|21|F|Madre,Padre|1 |1999|casado(a)(os)  |2|0|2012|0|0|1|0|1|0|0|0|0|0|8|13|0|1
20100361  |UNDECIMO                 |02|34,667|35,333|35,917|36,083|35,667|21|14|14|16|14|F|Madre,Padre|1 |1999|casado(a)(os)  |2|0|2017|0|0|1|0|1|0|0|0|0|0|12|18|0|1
20100362  |NOVENO                   |05|37,000|31,833|37,250|38,500|36,167|19|27|12|12|23|F|Madre|2 |1999|separado(a)(os)|2|0|2014|1|0|0|0|0|0|1|0|0|0|10|15|0|1
20100362  |QUINTO                   |01|37,800|38,300|36,000|40,800|38,400|21|17|23|11|19|F|Madre|2 |1999|separado(a)(os)|2|0|2010|1|0|0|0|0|0|1|0|0|0|6|11|0|1
20100362  |UNDECIMO                 |04|37,167|35,417|37,333|37,167|36,833|13|14|17|13|17|F|Madre|2 |1999|separado(a)(os)|2|0|2016|1|0|0|0|0|0|1|0|0|0|12|17|0|1
20100363  |SEPTIMO                  |01|40,636|38,545|38,636|40,455|39,818|5|5|6|6|4|F|Madre,Padre|2 |2000|casado(a)(os)  |2|0|2012|0|0|1|0|1|0|0|0|0|0|8|12|0|1
20100363  |UNDECIMO                 |01|39,250|38,417|37,167|37,083|38,000|10|5|13|11|12|F|Madre,Padre|2 |2000|casado(a)(os)  |2|0|2016|0|0|1|0|1|0|0|0|0|0|12|16|0|1
20100365  |QUINTO                   |01|38,800|34,800|35,700|37,900|37,000|18|25|25|22|25|M|No registra|4 |1999|no registra    |1|0|2010|0|0|0|0|0|0|0|0|0|0|6|11|1|0
20100366  |CUARTO                   |03|42,000|42,400|42,200|43,400|42,700|9|7|7|7|8|F|Padre|1 |2000|casado(a)(os)  |2|0|2010|0|1|0|0|1|0|0|0|0|0|5|10|0|1
20100366  |QUINTO                   |01|42,000|42,400|42,200|43,400|42,700|9|7|7|7|8|F|Padre|1 |2000|casado(a)(os)  |2|0|2010|0|1|0|0|1|0|0|0|0|0|6|10|0|1
20100366  |SEXTO                    |01|41,583|42,583|41,417|39,250|41,417|2|1|4|8|3|F|Padre|1 |2000|casado(a)(os)  |2|0|2014|0|1|0|0|1|0|0|0|0|0|7|14|0|1
20100370  |NOVENO                   |01|37,083|36,083|35,667|35,750|36,250|5|8|16|17|13|M|Madre,Padre|1 |1999|casado(a)(os)  |3|0|2014|0|0|1|0|1|0|0|0|0|0|10|15|1|0
20100370  |QUINTO                   |01|42,300|40,800|39,800|39,500|40,700|8|10|10|16|12|M|Madre,Padre|1 |1999|casado(a)(os)  |3|0|2010|0|0|1|0|1|0|0|0|0|0|6|11|1|0
20100371  |DECIMO                   |03|35,083|34,167|37,750|34,000|35,417|20|23|14|16|19|M|Madre,Padre|1 |1999|casado(a)(os)  |3|0|2016|0|0|1|0|1|0|0|0|0|0|11|17|1|0
20100371  |OCTAVO                   |01|35,000|36,333|36,417|38,917|36,833|25|26|17|11|22|M|Madre,Padre|1 |1999|casado(a)(os)  |3|0|2013|0|0|1|0|1|0|0|0|0|0|9|14|1|0
20100371  |SEPTIMO                  |01|37,545|35,636|35,545|35,455|36,182|12|14|13|19|16|M|Madre,Padre|1 |1999|casado(a)(os)  |3|0|2012|0|0|1|0|1|0|0|0|0|0|8|13|1|0
20100371  |SEXTO                    |01|36,462|39,714|39,143|37,571|38,286|17|11|14|15|14|M|Madre,Padre|1 |1999|casado(a)(os)  |3|0|2011|0|0|1|0|1|0|0|0|0|0|7|12|1|0
20100372  |SEPTIMO                  |01|35,727|36,273|34,455|35,909|35,909|18|11|16|18|18|M|Padre|3 |2000|union libre    |2|2014|2012|0|1|0|0|0|0|0|1|0|0|8|12|1|0
20100372  |SEXTO                    |01|33,231|34,429|34,571|35,500|34,500|26|23|26|22|24|M|Padre|3 |2000|union libre    |2|2014|2011|0|1|0|0|0|0|0|1|0|0|7|11|1|0
20100374  |QUINTO                   |01|39,800|38,100|37,900|39,600|38,800|15|19|16|15|16|M|Madre|2 |2000|separado(a)(os)|2|0|2010|1|0|0|0|0|0|1|0|0|0|6|10|1|0
20100374  |SEXTO                    |01|32,615|38,643|41,143|42,857|38,929|29|13|10|5|12|M|Madre|2 |2000|separado(a)(os)|2|0|2011|1|0|0|0|0|0|1|0|0|0|7|11|1|0
20100375  |UNDECIMO                 |03|39,250|39,000|40,750|38,750|39,583|6|2|3|6|3|F|Madre,Padre|2 |2000|casado(a)(os)  |2|0|2016|0|0|1|0|1|0|0|0|0|0|12|16|0|1
20100376  |NOVENO                   |02|40,167|38,917|40,083|40,833|40,333|4|5|5|4|3|F|Madre,Padre|2 |1999|casado(a)(os)  |2|0|2014|0|0|1|0|1|0|0|0|0|0|10|15|0|1
20100377  |OCTAVO                   |04|32,333|35,500|31,083|26,083|31,417|23|19|30|30|30|F|Madre,Padre|0 |2001|casado(a)(os)  |3|2016|2013|0|0|1|0|1|0|0|0|0|0|9|12|0|1
20100377  |SEPTIMO                  |04|38,636|35,545|34,545|37,182|36,636|9|20|17|19|17|F|Madre,Padre|0 |2001|casado(a)(os)  |3|2016|2012|0|0|1|0|1|0|0|0|0|0|8|11|0|1
20100380  |DECIMO                   |02|34,333|38,667|39,583|38,833|37,833|16|3|3|3|4|M|Padre|2 |2000|union libre    |2|0|2015|0|1|0|0|0|0|0|1|0|0|11|15|1|0
20100380  |OCTAVO                   |02|37,667|39,583|39,667|40,250|39,500|11|9|5|9|7|M|Padre|2 |2000|union libre    |2|0|2013|0|1|0|0|0|0|0|1|0|0|9|13|1|0
20100381  |SEXTO                    |02|32,071|35,071|37,786|36,214|35,429|25|24|16|30|24|F|Madre|0 |1999|separado(a)(os)|2|2016|2011|1|0|0|0|0|0|1|0|0|0|7|12|0|1
20100384  |OCTAVO                   |02|38,667|40,000|36,333|39,000|38,500|9|7|14|13|10|M|Madre|1 |1998|viudo(a)       |2|0|2013|1|0|0|0|0|0|0|0|1|0|9|15|1|0
